Ticker,Price as of close 2020-12-04,Allocation
MMM,172.30999755859375,0.0
ABT,108.05000305175781,0.0
ABBV,106.66999816894531,0.0
ABMD,273.6600036621094,0.0
ACN,253.11000061035156,0.0
ATVI,80.83999633789062,0.0
ADBE,487.19000244140625,0.0
AMD,93.91000366210938,62.0
AAP,150.8699951171875,0.0
AES,20.934999465942383,0.0
AFL,45.8650016784668,0.0
A,114.95999908447266,0.0
APD,270.6300048828125,0.0
AKAM,104.44999694824219,0.0
ALK,52.720001220703125,0.0
ALB,137.72999572753906,0.0
ARE,170.8800048828125,0.0
ALXN,120.19999694824219,0.0
ALGN,519.02001953125,0.0
ALLE,114.37999725341797,0.0
LNT,52.959999084472656,0.0
ALL,104.00499725341797,0.0
GOOGL,1827.469970703125,0.0
GOOG,1830.699951171875,0.0
MO,40.880001068115234,0.0
AMZN,3170.179931640625,2.0
AMCR,11.505000114440918,0.0
AEE,76.87000274658203,0.0
AAL,16.29800033569336,0.0
AEP,83.01000213623047,0.0
AXP,124.9749984741211,0.0
AIG,40.51959991455078,0.0
AMT,226.32200622558594,0.0
AWK,148.61000061035156,0.0
AMP,196.4600067138672,0.0
ABC,101.8499984741211,0.0
AME,116.91500091552734,0.0
AMGN,228.94000244140625,0.0
APH,133.3800048828125,0.0
ADI,143.72000122070312,0.0
ANSS,344.260009765625,0.0
ANTM,322.3999938964844,0.0
AON,210.61000061035156,0.0
AOS,54.989898681640625,0.0
APA,14.890000343322754,0.0
AIV,41.09000015258789,0.0
AAPL,122.0250015258789,0.0
AMAT,88.55500030517578,0.0
APTV,123.88500213623047,0.0
ADM,50.2599983215332,0.0
ANET,269.54998779296875,0.0
AJG,115.47000122070312,0.0
AIZ,132.23500061035156,0.0
T,29.514999389648438,0.0
ATO,96.41000366210938,0.0
ADSK,279.67999267578125,0.0
ADP,174.16000366210938,0.0
AZO,1159.1800537109375,0.0
AVB,173.0500030517578,0.0
AVY,153.25,0.0
BKR,21.5,0.0
BLL,93.38999938964844,0.0
BAC,29.170000076293945,0.0
BK,40.5,0.0
BAX,78.13999938964844,0.0
BDX,242.11000061035156,0.0
BRK-B,230.80999755859375,0.0
BBY,106.0,0.0
BIO,555.0650024414062,0.0
BIIB,245.74000549316406,0.0
BLK,702.0100708007812,0.0
BA,232.0399932861328,0.0
BKNG,2132.0,0.0
BWA,39.459999084472656,0.0
BXP,105.125,0.0
BSX,34.272499084472656,0.0
BMY,61.98500061035156,0.0
