Ticker,Price as of close 2021-03-26,Allocation
MMM,194.8800048828125,0.0
ABT,122.06999969482422,0.0
ABBV,105.9800033569336,0.0
ABMD,301.3999938964844,0.0
ACN,280.7699890136719,0.0
ATVI,92.4000015258789,0.0
ADBE,469.0899963378906,0.0
AMD,77.41000366210938,49.0
AAP,187.32000732421875,0.0
AES,26.31999969482422,0.0
AFL,51.560001373291016,0.0
A,125.63999938964844,0.0
APD,287.2200012207031,0.0
AKAM,102.69999694824219,0.0
ALK,68.31999969482422,0.0
ALB,150.39999389648438,0.0
ARE,168.97999572753906,0.0
ALXN,154.875,0.0
ALGN,528.3400268554688,0.0
ALLE,126.75,0.0
LNT,53.970001220703125,0.0
ALL,116.02999877929688,0.0
GOOGL,2024.72998046875,0.0
GOOG,2035.550048828125,0.0
MO,52.5,0.0
AMZN,3052.030029296875,3.0
AMCR,11.779999732971191,0.0
AEE,81.45999908447266,0.0
AAL,22.93000030517578,0.0
AEP,84.98999786376953,0.0
AXP,143.72999572753906,0.0
AIG,46.81999969482422,0.0
AMT,238.82000732421875,0.0
AWK,146.32000732421875,0.0
AMP,232.5800018310547,0.0
ABC,118.7300033569336,0.0
AME,127.31999969482422,0.0
AMGN,252.86000061035156,0.0
APH,66.48999786376953,0.0
ADI,157.11000061035156,0.0
ANSS,342.9599914550781,0.0
ANTM,371.30999755859375,0.0
AON,228.30999755859375,0.0
AOS,69.48999786376953,0.0
APA,18.790000915527344,0.0
AAPL,121.20999908447266,0.0
AMAT,128.63999938964844,0.0
APTV,140.63999938964844,0.0
ADM,57.90999984741211,0.0
ANET,311.2699890136719,0.0
AJG,125.69999694824219,0.0
AIZ,144.64999389648438,0.0
T,30.309999465942383,0.0
ATO,97.23999786376953,0.0
ADSK,269.010009765625,0.0
ADP,192.69000244140625,0.0
AZO,1413.72998046875,0.0
AVB,189.1199951171875,0.0
AVY,183.63999938964844,0.0
BKR,22.34000015258789,0.0
BLL,84.08999633789062,0.0
BAC,38.68000030517578,0.0
BK,47.4900016784668,0.0
BAX,85.94999694824219,0.0
BDX,245.1199951171875,0.0
BRK-B,256.7699890136719,0.0
BBY,119.26000213623047,0.0
BIO,578.5900268554688,0.0
BIIB,276.6300048828125,0.0
BLK,756.9000244140625,0.0
BA,244.8699951171875,0.0
BKNG,2323.530029296875,0.0
BWA,45.7400016784668,0.0
BXP,107.06999969482422,0.0
BSX,38.220001220703125,0.0
BMY,63.939998626708984,0.0
AVGO,482.0400085449219,0.0
BR,153.44000244140625,0.0
BF-B,69.37999725341797,0.0
CHRW,97.69999694824219,0.0
COG,19.18000030517578,0.0
CDNS,132.5800018310547,0.0
CZR,87.52999877929688,0.0
CPB,50.869998931884766,0.0
COF,129.58999633789062,0.0
CAH,61.86000061035156,0.0
KMX,133.80999755859375,0.0
CCL,26.059999465942383,0.0
CARR,41.09000015258789,932.0
CTLT,103.30000305175781,0.0
CAT,229.5,0.0
CBOE,97.72000122070312,0.0
CBRE,79.08999633789062,0.0
CDW,167.89999389648438,0.0
CE,152.69000244140625,0.0
CNC,64.86000061035156,0.0
CNP,21.969999313354492,0.0
CERN,72.43000030517578,0.0
CF,46.20000076293945,0.0
SCHW,65.70999908447266,0.0
CHTR,631.75,0.0
CVX,107.4800033569336,0.0
CMG,1445.47998046875,0.0
CB,159.77999877929688,0.0
CHD,87.3499984741211,0.0
CI,243.77999877929688,0.0
CINF,105.79000091552734,0.0
CTAS,346.6099853515625,0.0
CSCO,52.56999969482422,0.0
C,73.0199966430664,0.0
CFG,45.0099983215332,0.0
CTXS,136.63999938964844,0.0
CLX,190.25,83.0
CME,208.44000244140625,0.0
CMS,60.93000030517578,0.0
KO,53.040000915527344,0.0
CTSH,79.23999786376953,0.0
CL,79.22000122070312,0.0
CMCSA,55.18000030517578,0.0
CMA,70.97000122070312,0.0
CAG,38.5,0.0
COP,55.040000915527344,0.0
ED,74.44000244140625,0.0
STZ,235.30999755859375,0.0
COO,383.8500061035156,0.0
CPRT,107.43000030517578,0.0
GLW,43.40999984741211,0.0
CTVA,47.90999984741211,0.0
COST,352.0199890136719,0.0
CCI,173.2899932861328,0.0
CSX,97.66000366210938,0.0
CMI,262.4200134277344,0.0
CVS,75.95999908447266,0.0
DHI,89.8499984741211,0.0
DHR,226.27000427246094,0.0
DRI,148.97999572753906,0.0
DVA,108.7699966430664,0.0
DE,372.2900085449219,0.0
DAL,47.65999984741211,0.0
XRAY,61.279998779296875,0.0
DVN,22.739999771118164,0.0
DXCM,352.7300109863281,0.0
FANG,75.79000091552734,0.0
DLR,142.91000366210938,0.0
DFS,96.95999908447266,0.0
DISCA,41.900001525878906,0.0
DISCK,35.959999084472656,0.0
DISH,36.119998931884766,0.0
DG,203.0800018310547,0.0
DLTR,114.38999938964844,0.0
D,75.77999877929688,0.0
DPZ,371.8399963378906,33.0
DOV,139.89999389648438,0.0
DOW,63.9900016784668,0.0
DTE,133.24000549316406,0.0
DUK,95.83000183105469,0.0
DRE,42.84000015258789,0.0
DD,78.47000122070312,0.0
