Ticker,Price as of close 2021-11-05,Allocation
MMM,181.8000030517578,0.0
ABT,124.37000274658203,0.0
ABBV,117.18000030517578,0.0
ABMD,361.7099914550781,0.0
ACN,368.4599914550781,0.0
ATVI,67.83000183105469,0.0
ADBE,662.719970703125,0.0
AMD,136.33999633789062,12.0
AAP,229.72999572753906,0.0
AES,24.989999771118164,0.0
AFL,56.75,0.0
A,156.41000366210938,0.0
APD,309.30999755859375,0.0
AKAM,107.29000091552734,0.0
ALK,59.349998474121094,0.0
ALB,272.510009765625,0.0
ARE,206.22000122070312,0.0
ALGN,687.1900024414062,0.0
ALLE,131.41000366210938,0.0
LNT,56.41999816894531,0.0
ALL,117.16000366210938,0.0
GOOGL,2977.0400390625,0.0
GOOG,2984.820068359375,0.0
MO,45.20000076293945,0.0
AMZN,3518.989990234375,1.0
AMCR,12.140000343322754,0.0
AEE,85.5,0.0
AAL,21.81999969482422,0.0
AEP,85.04000091552734,0.0
AXP,176.69000244140625,0.0
AIG,58.959999084472656,0.0
AMT,277.8299865722656,0.0
AWK,169.66000366210938,0.0
AMP,305.239990234375,0.0
ABC,127.56999969482422,0.0
AME,140.94000244140625,0.0
AMGN,213.77000427246094,0.0
APH,81.44000244140625,0.0
ADI,184.17999267578125,0.0
ANSS,406.69000244140625,0.0
ANTM,422.05999755859375,0.0
AON,288.5299987792969,0.0
AOS,77.55000305175781,0.0
APA,29.899999618530273,0.0
AAPL,151.27999877929688,0.0
AMAT,153.2899932861328,0.0
APTV,175.02999877929688,0.0
ADM,64.48999786376953,0.0
ANET,530.5399780273438,0.0
AJG,160.25999450683594,0.0
AIZ,162.5399932861328,0.0
T,25.100000381469727,0.0
ATO,93.98999786376953,0.0
ADSK,324.5199890136719,0.0
ADP,229.60000610351562,0.0
AZO,1817.93994140625,0.0
AVB,237.83999633789062,0.0
AVY,226.4199981689453,0.0
BKR,24.799999237060547,0.0
BLL,90.48999786376953,0.0
BAC,46.970001220703125,0.0
BBWI,75.30999755859375,0.0
BAX,78.04000091552734,0.0
BDX,243.7100067138672,0.0
BRK-B,287.8800048828125,0.0
BBY,129.07000732421875,0.0
BIO,725.6099853515625,0.0
TECH,497.32000732421875,0.0
BIIB,278.67999267578125,0.0
BLK,955.1099853515625,0.0
BK,58.81999969482422,0.0
BA,224.4600067138672,0.0
BKNG,2618.969970703125,0.0
BWA,46.900001525878906,0.0
BXP,116.91000366210938,0.0
BSX,43.15999984741211,0.0
BMY,59.45000076293945,0.0
AVGO,558.9199829101562,0.0
BR,173.80999755859375,0.0
BRO,61.970001220703125,0.0
BF-B,72.68000030517578,0.0
CHRW,93.81999969482422,0.0
CDNS,178.0,0.0
CZR,106.4800033569336,0.0
CPB,40.72999954223633,0.0
COF,154.8699951171875,0.0
CAH,49.540000915527344,0.0
KMX,154.69000244140625,0.0
CCL,24.790000915527344,0.0
CARR,52.790000915527344,507.0
CTLT,122.20999908447266,0.0
CAT,205.8800048828125,0.0
CBOE,133.27000427246094,0.0
CBRE,106.68000030517578,0.0
CDW,187.07000732421875,0.0
CE,169.39999389648438,0.0
CNC,74.16999816894531,0.0
CNP,26.670000076293945,0.0
